"","Idgrid","Variable","Value","Dimension","Facet","Taxon"
"967","CRS3035RES50000mN1800000E2800000","afuncBirds",0.742676087291171,"Alpha","Functional","Birds"
"968","CRS3035RES50000mN1800000E2800000","afuncTrees",0.136849508695307,"Alpha","Functional","Trees"
"969","CRS3035RES50000mN1800000E2800000","aphyloBirds",0.758834262471485,"Alpha","Phylogenetic","Birds"
"970","CRS3035RES50000mN1800000E2800000","aphyloTrees",0.543190537196152,"Alpha","Phylogenetic","Trees"
"971","CRS3035RES50000mN1800000E2800000","ataxobird",0.627272727272727,"Alpha","Taxonomic","Birds"
"972","CRS3035RES50000mN1800000E2800000","ataxotree",0.406593406593407,"Alpha","Taxonomic","Trees"
"973","CRS3035RES50000mN1800000E2850000","afuncBirds",0.495777405604466,"Alpha","Functional","Birds"
"974","CRS3035RES50000mN1800000E2850000","afuncTrees",0.211593906097761,"Alpha","Functional","Trees"
"975","CRS3035RES50000mN1800000E2850000","aphyloBirds",0.720654728382204,"Alpha","Phylogenetic","Birds"
"976","CRS3035RES50000mN1800000E2850000","aphyloTrees",0.566964054733539,"Alpha","Phylogenetic","Trees"
"977","CRS3035RES50000mN1800000E2850000","ataxobird",0.609090909090909,"Alpha","Taxonomic","Birds"
"978","CRS3035RES50000mN1800000E2850000","ataxotree",0.417582417582418,"Alpha","Taxonomic","Trees"
"979","CRS3035RES50000mN1800000E2900000","afuncBirds",0.616602275493128,"Alpha","Functional","Birds"
"980","CRS3035RES50000mN1800000E2900000","afuncTrees",0.18732771868487,"Alpha","Functional","Trees"
"981","CRS3035RES50000mN1800000E2900000","aphyloBirds",0.725715223390391,"Alpha","Phylogenetic","Birds"
"982","CRS3035RES50000mN1800000E2900000","aphyloTrees",0.525244633952048,"Alpha","Phylogenetic","Trees"
"983","CRS3035RES50000mN1800000E2900000","ataxobird",0.618181818181818,"Alpha","Taxonomic","Birds"
"984","CRS3035RES50000mN1800000E2900000","ataxotree",0.373626373626374,"Alpha","Taxonomic","Trees"
"985","CRS3035RES50000mN1800000E2950000","afuncBirds",0.616602275493128,"Alpha","Functional","Birds"
"986","CRS3035RES50000mN1800000E2950000","afuncTrees",0.194521412871204,"Alpha","Functional","Trees"
"987","CRS3035RES50000mN1800000E2950000","aphyloBirds",0.725715223390391,"Alpha","Phylogenetic","Birds"
"988","CRS3035RES50000mN1800000E2950000","aphyloTrees",0.606533486363915,"Alpha","Phylogenetic","Trees"
"989","CRS3035RES50000mN1800000E2950000","ataxobird",0.618181818181818,"Alpha","Taxonomic","Birds"
"990","CRS3035RES50000mN1800000E2950000","ataxotree",0.428571428571429,"Alpha","Taxonomic","Trees"
"991","CRS3035RES50000mN1800000E3000000","afuncBirds",0.637480465405966,"Alpha","Functional","Birds"
"992","CRS3035RES50000mN1800000E3000000","afuncTrees",0.195217866866395,"Alpha","Functional","Trees"
"993","CRS3035RES50000mN1800000E3000000","aphyloBirds",0.688457469434431,"Alpha","Phylogenetic","Birds"
"994","CRS3035RES50000mN1800000E3000000","aphyloTrees",0.518675173335517,"Alpha","Phylogenetic","Trees"
"995","CRS3035RES50000mN1800000E3000000","ataxobird",0.590909090909091,"Alpha","Taxonomic","Birds"
"996","CRS3035RES50000mN1800000E3000000","ataxotree",0.384615384615385,"Alpha","Taxonomic","Trees"
"997","CRS3035RES50000mN1800000E3050000","afuncBirds",0.618913846120797,"Alpha","Functional","Birds"
"998","CRS3035RES50000mN1800000E3050000","afuncTrees",0.222014238000262,"Alpha","Functional","Trees"
"999","CRS3035RES50000mN1800000E3050000","aphyloBirds",0.655502784326335,"Alpha","Phylogenetic","Birds"
"1000","CRS3035RES50000mN1800000E3050000","aphyloTrees",0.665777200130855,"Alpha","Phylogenetic","Trees"
"1001","CRS3035RES50000mN1800000E3050000","ataxobird",0.527272727272727,"Alpha","Taxonomic","Birds"
"1002","CRS3035RES50000mN1800000E3050000","ataxotree",0.505494505494505,"Alpha","Taxonomic","Trees"
"1003","CRS3035RES50000mN1800000E3100000","afuncBirds",0.73722766329744,"Alpha","Functional","Birds"
"1004","CRS3035RES50000mN1800000E3100000","afuncTrees",0.231029806138454,"Alpha","Functional","Trees"
"1005","CRS3035RES50000mN1800000E3100000","aphyloBirds",0.774639075250382,"Alpha","Phylogenetic","Birds"
"1006","CRS3035RES50000mN1800000E3100000","aphyloTrees",0.625071331566274,"Alpha","Phylogenetic","Trees"
"1007","CRS3035RES50000mN1800000E3100000","ataxobird",0.590909090909091,"Alpha","Taxonomic","Birds"
"1008","CRS3035RES50000mN1800000E3100000","ataxotree",0.516483516483517,"Alpha","Taxonomic","Trees"
"1009","CRS3035RES50000mN1800000E3150000","afuncBirds",0.551779798364054,"Alpha","Functional","Birds"
"1010","CRS3035RES50000mN1800000E3150000","afuncTrees",0.18088860532853,"Alpha","Functional","Trees"
"1011","CRS3035RES50000mN1800000E3150000","aphyloBirds",0.659114877132292,"Alpha","Phylogenetic","Birds"
"1012","CRS3035RES50000mN1800000E3150000","aphyloTrees",0.599110317026054,"Alpha","Phylogenetic","Trees"
"1013","CRS3035RES50000mN1800000E3150000","ataxobird",0.554545454545455,"Alpha","Taxonomic","Birds"
"1014","CRS3035RES50000mN1800000E3150000","ataxotree",0.43956043956044,"Alpha","Taxonomic","Trees"
"1015","CRS3035RES50000mN1800000E3200000","afuncBirds",0.590059304438657,"Alpha","Functional","Birds"
"1016","CRS3035RES50000mN1800000E3200000","afuncTrees",0.237362852639201,"Alpha","Functional","Trees"
"1017","CRS3035RES50000mN1800000E3200000","aphyloBirds",0.641902585446486,"Alpha","Phylogenetic","Birds"
"1018","CRS3035RES50000mN1800000E3200000","aphyloTrees",0.712198995000492,"Alpha","Phylogenetic","Trees"
"1019","CRS3035RES50000mN1800000E3200000","ataxobird",0.590909090909091,"Alpha","Taxonomic","Birds"
"1020","CRS3035RES50000mN1800000E3200000","ataxotree",0.593406593406593,"Alpha","Taxonomic","Trees"
"1021","CRS3035RES50000mN1800000E3250000","afuncBirds",0.593136478100296,"Alpha","Functional","Birds"
"1022","CRS3035RES50000mN1800000E3250000","afuncTrees",0.183420763942123,"Alpha","Functional","Trees"
"1023","CRS3035RES50000mN1800000E3250000","aphyloBirds",0.663658356437146,"Alpha","Phylogenetic","Birds"
"1024","CRS3035RES50000mN1800000E3250000","aphyloTrees",0.605254806138878,"Alpha","Phylogenetic","Trees"
"1025","CRS3035RES50000mN1800000E3250000","ataxobird",0.6,"Alpha","Taxonomic","Birds"
"1026","CRS3035RES50000mN1800000E3250000","ataxotree",0.43956043956044,"Alpha","Taxonomic","Trees"
"1027","CRS3035RES50000mN1800000E3300000","afuncBirds",0.592913849187805,"Alpha","Functional","Birds"
"1028","CRS3035RES50000mN1800000E3300000","afuncTrees",0.193663531252235,"Alpha","Functional","Trees"
"1029","CRS3035RES50000mN1800000E3300000","aphyloBirds",0.770322503990599,"Alpha","Phylogenetic","Birds"
"1030","CRS3035RES50000mN1800000E3300000","aphyloTrees",0.594274749848695,"Alpha","Phylogenetic","Trees"
"1031","CRS3035RES50000mN1800000E3300000","ataxobird",0.645454545454546,"Alpha","Taxonomic","Birds"
"1032","CRS3035RES50000mN1800000E3300000","ataxotree",0.384615384615385,"Alpha","Taxonomic","Trees"
"1033","CRS3035RES50000mN1800000E3350000","afuncBirds",0.583656664762707,"Alpha","Functional","Birds"
"1034","CRS3035RES50000mN1800000E3350000","afuncTrees",0.206006141795431,"Alpha","Functional","Trees"
"1035","CRS3035RES50000mN1800000E3350000","aphyloBirds",0.643130709985676,"Alpha","Phylogenetic","Birds"
"1036","CRS3035RES50000mN1800000E3350000","aphyloTrees",0.695362393581351,"Alpha","Phylogenetic","Trees"
"1037","CRS3035RES50000mN1800000E3350000","ataxobird",0.554545454545455,"Alpha","Taxonomic","Birds"
"1038","CRS3035RES50000mN1800000E3350000","ataxotree",0.483516483516484,"Alpha","Taxonomic","Trees"
"1039","CRS3035RES50000mN1800000E3400000","afuncBirds",0.705599131236016,"Alpha","Functional","Birds"
"1040","CRS3035RES50000mN1800000E3400000","afuncTrees",0.217317504539562,"Alpha","Functional","Trees"
"1041","CRS3035RES50000mN1800000E3400000","aphyloBirds",0.75788176824421,"Alpha","Phylogenetic","Birds"
"1042","CRS3035RES50000mN1800000E3400000","aphyloTrees",0.745400772826392,"Alpha","Phylogenetic","Trees"
"1043","CRS3035RES50000mN1800000E3400000","ataxobird",0.627272727272727,"Alpha","Taxonomic","Birds"
"1044","CRS3035RES50000mN1800000E3400000","ataxotree",0.571428571428571,"Alpha","Taxonomic","Trees"
"1045","CRS3035RES50000mN1800000E3450000","afuncBirds",0.30847681270943,"Alpha","Functional","Birds"
"1046","CRS3035RES50000mN1800000E3450000","afuncTrees",0.130532786713432,"Alpha","Functional","Trees"
"1047","CRS3035RES50000mN1800000E3450000","aphyloBirds",0.460495337798616,"Alpha","Phylogenetic","Birds"
"1048","CRS3035RES50000mN1800000E3450000","aphyloTrees",0.586564842853887,"Alpha","Phylogenetic","Trees"
"1049","CRS3035RES50000mN1800000E3450000","ataxobird",0.272727272727273,"Alpha","Taxonomic","Birds"
"1050","CRS3035RES50000mN1800000E3450000","ataxotree",0.340659340659341,"Alpha","Taxonomic","Trees"
"1051","CRS3035RES50000mN1800000E3550000","afuncBirds",0.243806245171327,"Alpha","Functional","Birds"
"1052","CRS3035RES50000mN1800000E3550000","afuncTrees",0.0660569382705507,"Alpha","Functional","Trees"
"1053","CRS3035RES50000mN1800000E3550000","aphyloBirds",0.367340639436201,"Alpha","Phylogenetic","Birds"
"1054","CRS3035RES50000mN1800000E3550000","aphyloTrees",0.388657806959777,"Alpha","Phylogenetic","Trees"
"1055","CRS3035RES50000mN1800000E3550000","ataxobird",0.2,"Alpha","Taxonomic","Birds"
"1056","CRS3035RES50000mN1800000E3550000","ataxotree",0.164835164835165,"Alpha","Taxonomic","Trees"
"1057","CRS3035RES50000mN1800000E3650000","afuncBirds",0.0335317548401509,"Alpha","Functional","Birds"
"1058","CRS3035RES50000mN1800000E3650000","afuncTrees",0.0354819814547505,"Alpha","Functional","Trees"
"1059","CRS3035RES50000mN1800000E3650000","aphyloBirds",0.158436097600666,"Alpha","Phylogenetic","Birds"
"1060","CRS3035RES50000mN1800000E3650000","aphyloTrees",0.329026415548937,"Alpha","Phylogenetic","Trees"
"1061","CRS3035RES50000mN1800000E3650000","ataxobird",0.118181818181818,"Alpha","Taxonomic","Birds"
"1062","CRS3035RES50000mN1800000E3650000","ataxotree",0.10989010989011,"Alpha","Taxonomic","Trees"
"1063","CRS3035RES50000mN1800000E3700000","afuncBirds",0.0661955476775562,"Alpha","Functional","Birds"
"1064","CRS3035RES50000mN1800000E3700000","afuncTrees",0.105307207030668,"Alpha","Functional","Trees"
"1065","CRS3035RES50000mN1800000E3700000","aphyloBirds",0.184514070083561,"Alpha","Phylogenetic","Birds"
"1066","CRS3035RES50000mN1800000E3700000","aphyloTrees",0.452500664751087,"Alpha","Phylogenetic","Trees"
"1067","CRS3035RES50000mN1800000E3700000","ataxobird",0.0909090909090909,"Alpha","Taxonomic","Birds"
"1068","CRS3035RES50000mN1800000E3700000","ataxotree",0.230769230769231,"Alpha","Taxonomic","Trees"
"1069","CRS3035RES50000mN1800000E4150000","afuncBirds",0.000436272231219368,"Alpha","Functional","Birds"
"1070","CRS3035RES50000mN1800000E4150000","afuncTrees",0.163033336811756,"Alpha","Functional","Trees"
"1071","CRS3035RES50000mN1800000E4150000","aphyloBirds",0.0377956537544248,"Alpha","Phylogenetic","Birds"
"1072","CRS3035RES50000mN1800000E4150000","aphyloTrees",0.580773518786135,"Alpha","Phylogenetic","Trees"
"1073","CRS3035RES50000mN1800000E4150000","ataxobird",0.00909090909090909,"Alpha","Taxonomic","Birds"
"1074","CRS3035RES50000mN1800000E4150000","ataxotree",0.384615384615385,"Alpha","Taxonomic","Trees"
"1075","CRS3035RES50000mN1800000E4200000","afuncBirds",0.370059220563026,"Alpha","Functional","Birds"
"1076","CRS3035RES50000mN1800000E4200000","afuncTrees",0.157192567973945,"Alpha","Functional","Trees"
"1077","CRS3035RES50000mN1800000E4200000","aphyloBirds",0.562756907088866,"Alpha","Phylogenetic","Birds"
"1078","CRS3035RES50000mN1800000E4200000","aphyloTrees",0.521509894522831,"Alpha","Phylogenetic","Trees"
"1079","CRS3035RES50000mN1800000E4200000","ataxobird",0.4,"Alpha","Taxonomic","Birds"
"1080","CRS3035RES50000mN1800000E4200000","ataxotree",0.351648351648352,"Alpha","Taxonomic","Trees"
"1081","CRS3035RES50000mN1800000E4250000","afuncBirds",0.32640209809651,"Alpha","Functional","Birds"
"1082","CRS3035RES50000mN1800000E4250000","afuncTrees",0.154449333112542,"Alpha","Functional","Trees"
"1083","CRS3035RES50000mN1800000E4250000","aphyloBirds",0.501174184872089,"Alpha","Phylogenetic","Birds"
"1084","CRS3035RES50000mN1800000E4250000","aphyloTrees",0.528513808717542,"Alpha","Phylogenetic","Trees"
"1085","CRS3035RES50000mN1800000E4250000","ataxobird",0.381818181818182,"Alpha","Taxonomic","Birds"
"1086","CRS3035RES50000mN1800000E4250000","ataxotree",0.362637362637363,"Alpha","Taxonomic","Trees"
"1087","CRS3035RES50000mN1800000E4800000","afuncBirds",0.170408016621213,"Alpha","Functional","Birds"
"1088","CRS3035RES50000mN1800000E4800000","afuncTrees",0.105092032110875,"Alpha","Functional","Trees"
"1089","CRS3035RES50000mN1800000E4800000","aphyloBirds",0.431186412459041,"Alpha","Phylogenetic","Birds"
"1090","CRS3035RES50000mN1800000E4800000","aphyloTrees",0.464918419905359,"Alpha","Phylogenetic","Trees"
"1091","CRS3035RES50000mN1800000E4800000","ataxobird",0.427272727272727,"Alpha","Taxonomic","Birds"
"1092","CRS3035RES50000mN1800000E4800000","ataxotree",0.32967032967033,"Alpha","Taxonomic","Trees"
"1093","CRS3035RES50000mN1800000E4850000","afuncBirds",0.617354934039224,"Alpha","Functional","Birds"
"1094","CRS3035RES50000mN1800000E4850000","afuncTrees",0.0708068637474959,"Alpha","Functional","Trees"
"1095","CRS3035RES50000mN1800000E4850000","aphyloBirds",0.781750184191342,"Alpha","Phylogenetic","Birds"
"1096","CRS3035RES50000mN1800000E4850000","aphyloTrees",0.5344527604699,"Alpha","Phylogenetic","Trees"
"1097","CRS3035RES50000mN1800000E4850000","ataxobird",0.681818181818182,"Alpha","Taxonomic","Birds"
"1098","CRS3035RES50000mN1800000E4850000","ataxotree",0.483516483516484,"Alpha","Taxonomic","Trees"
"1099","CRS3035RES50000mN1800000E4900000","afuncBirds",0.337381621317653,"Alpha","Functional","Birds"
"1100","CRS3035RES50000mN1800000E4900000","afuncTrees",0.0797932223414975,"Alpha","Functional","Trees"
"1101","CRS3035RES50000mN1800000E4900000","aphyloBirds",0.621265885203041,"Alpha","Phylogenetic","Birds"
"1102","CRS3035RES50000mN1800000E4900000","aphyloTrees",0.489876027950797,"Alpha","Phylogenetic","Trees"
"1103","CRS3035RES50000mN1800000E4900000","ataxobird",0.563636363636364,"Alpha","Taxonomic","Birds"
"1104","CRS3035RES50000mN1800000E4900000","ataxotree",0.362637362637363,"Alpha","Taxonomic","Trees"
"1105","CRS3035RES50000mN1800000E5150000","afuncBirds",0.032498719447224,"Alpha","Functional","Birds"
"1106","CRS3035RES50000mN1800000E5150000","afuncTrees",0.00960338278327858,"Alpha","Functional","Trees"
"1107","CRS3035RES50000mN1800000E5150000","aphyloBirds",0.176012239530915,"Alpha","Phylogenetic","Birds"
"1108","CRS3035RES50000mN1800000E5150000","aphyloTrees",0.228964490863221,"Alpha","Phylogenetic","Trees"
"1109","CRS3035RES50000mN1800000E5150000","ataxobird",0.154545454545455,"Alpha","Taxonomic","Birds"
"1110","CRS3035RES50000mN1800000E5150000","ataxotree",0.10989010989011,"Alpha","Taxonomic","Trees"
"1111","CRS3035RES50000mN1800000E5200000","afuncBirds",0.032498719447224,"Alpha","Functional","Birds"
"1112","CRS3035RES50000mN1800000E5200000","afuncTrees",0.140070112357848,"Alpha","Functional","Trees"
"1113","CRS3035RES50000mN1800000E5200000","aphyloBirds",0.176012239530915,"Alpha","Phylogenetic","Birds"
"1114","CRS3035RES50000mN1800000E5200000","aphyloTrees",0.620339328814758,"Alpha","Phylogenetic","Trees"
"1115","CRS3035RES50000mN1800000E5200000","ataxobird",0.154545454545455,"Alpha","Taxonomic","Birds"
"1116","CRS3035RES50000mN1800000E5200000","ataxotree",0.428571428571429,"Alpha","Taxonomic","Trees"
"1117","CRS3035RES50000mN1800000E5250000","afuncBirds",0.426641360930248,"Alpha","Functional","Birds"
"1118","CRS3035RES50000mN1800000E5250000","afuncTrees",0.225448478610398,"Alpha","Functional","Trees"
"1119","CRS3035RES50000mN1800000E5250000","aphyloBirds",0.576750586821306,"Alpha","Phylogenetic","Birds"
"1120","CRS3035RES50000mN1800000E5250000","aphyloTrees",0.744160129246337,"Alpha","Phylogenetic","Trees"
"1121","CRS3035RES50000mN1800000E5250000","ataxobird",0.436363636363636,"Alpha","Taxonomic","Birds"
"1122","CRS3035RES50000mN1800000E5250000","ataxotree",0.615384615384615,"Alpha","Taxonomic","Trees"
"1123","CRS3035RES50000mN1800000E5300000","afuncBirds",0.622229580980947,"Alpha","Functional","Birds"
"1124","CRS3035RES50000mN1800000E5300000","afuncTrees",0.273910001390969,"Alpha","Functional","Trees"
"1125","CRS3035RES50000mN1800000E5300000","aphyloBirds",0.661068816794939,"Alpha","Phylogenetic","Birds"
"1126","CRS3035RES50000mN1800000E5300000","aphyloTrees",0.870784460411768,"Alpha","Phylogenetic","Trees"
"1127","CRS3035RES50000mN1800000E5300000","ataxobird",0.463636363636364,"Alpha","Taxonomic","Birds"
"1128","CRS3035RES50000mN1800000E5300000","ataxotree",0.813186813186813,"Alpha","Taxonomic","Trees"
"1129","CRS3035RES50000mN1800000E5350000","afuncBirds",0.325829712679975,"Alpha","Functional","Birds"
"1130","CRS3035RES50000mN1800000E5350000","afuncTrees",0.272923012841501,"Alpha","Functional","Trees"
"1131","CRS3035RES50000mN1800000E5350000","aphyloBirds",0.480756932289631,"Alpha","Phylogenetic","Birds"
"1132","CRS3035RES50000mN1800000E5350000","aphyloTrees",0.912003797699557,"Alpha","Phylogenetic","Trees"
"1133","CRS3035RES50000mN1800000E5350000","ataxobird",0.481818181818182,"Alpha","Taxonomic","Birds"
"1134","CRS3035RES50000mN1800000E5350000","ataxotree",0.824175824175824,"Alpha","Taxonomic","Trees"
"1135","CRS3035RES50000mN1800000E5400000","afuncBirds",0.462262201751465,"Alpha","Functional","Birds"
"1136","CRS3035RES50000mN1800000E5400000","afuncTrees",0.304359171518798,"Alpha","Functional","Trees"
"1137","CRS3035RES50000mN1800000E5400000","aphyloBirds",0.708759879857983,"Alpha","Phylogenetic","Birds"
"1138","CRS3035RES50000mN1800000E5400000","aphyloTrees",0.89559523820474,"Alpha","Phylogenetic","Trees"
"1139","CRS3035RES50000mN1800000E5400000","ataxobird",0.7,"Alpha","Taxonomic","Birds"
"1140","CRS3035RES50000mN1800000E5400000","ataxotree",0.813186813186813,"Alpha","Taxonomic","Trees"
"1141","CRS3035RES50000mN1800000E5450000","afuncBirds",0.360932469612953,"Alpha","Functional","Birds"
"1142","CRS3035RES50000mN1800000E5450000","afuncTrees",0.264456344161035,"Alpha","Functional","Trees"
"1143","CRS3035RES50000mN1800000E5450000","aphyloBirds",0.479215275740483,"Alpha","Phylogenetic","Birds"
"1144","CRS3035RES50000mN1800000E5450000","aphyloTrees",0.84012615686642,"Alpha","Phylogenetic","Trees"
"1145","CRS3035RES50000mN1800000E5450000","ataxobird",0.372727272727273,"Alpha","Taxonomic","Birds"
"1146","CRS3035RES50000mN1800000E5450000","ataxotree",0.714285714285714,"Alpha","Taxonomic","Trees"
"1147","CRS3035RES50000mN1800000E5500000","afuncBirds",0.177449494958397,"Alpha","Functional","Birds"
"1148","CRS3035RES50000mN1800000E5500000","afuncTrees",0.252452722173879,"Alpha","Functional","Trees"
"1149","CRS3035RES50000mN1800000E5500000","aphyloBirds",0.3783710169623,"Alpha","Phylogenetic","Birds"
"1150","CRS3035RES50000mN1800000E5500000","aphyloTrees",0.871434125699896,"Alpha","Phylogenetic","Trees"
"1151","CRS3035RES50000mN1800000E5500000","ataxobird",0.381818181818182,"Alpha","Taxonomic","Birds"
"1152","CRS3035RES50000mN1800000E5500000","ataxotree",0.703296703296703,"Alpha","Taxonomic","Trees"
"1153","CRS3035RES50000mN1800000E5550000","afuncBirds",0.132918118591613,"Alpha","Functional","Birds"
"1154","CRS3035RES50000mN1800000E5550000","afuncTrees",0.141729008429062,"Alpha","Functional","Trees"
"1155","CRS3035RES50000mN1800000E5550000","aphyloBirds",0.283606857462352,"Alpha","Phylogenetic","Birds"
"1156","CRS3035RES50000mN1800000E5550000","aphyloTrees",0.579301549631684,"Alpha","Phylogenetic","Trees"
"1157","CRS3035RES50000mN1800000E5550000","ataxobird",0.272727272727273,"Alpha","Taxonomic","Birds"
"1158","CRS3035RES50000mN1800000E5550000","ataxotree",0.307692307692308,"Alpha","Taxonomic","Trees"
"1159","CRS3035RES50000mN1800000E5700000","afuncBirds",0.243782968695998,"Alpha","Functional","Birds"
"1160","CRS3035RES50000mN1800000E5700000","afuncTrees",0.132799205885253,"Alpha","Functional","Trees"
"1161","CRS3035RES50000mN1800000E5700000","aphyloBirds",0.425014582700412,"Alpha","Phylogenetic","Birds"
"1162","CRS3035RES50000mN1800000E5700000","aphyloTrees",0.526735618504104,"Alpha","Phylogenetic","Trees"
"1163","CRS3035RES50000mN1800000E5700000","ataxobird",0.363636363636364,"Alpha","Taxonomic","Birds"
"1164","CRS3035RES50000mN1800000E5700000","ataxotree",0.307692307692308,"Alpha","Taxonomic","Trees"
"1165","CRS3035RES50000mN1800000E5800000","afuncBirds",0.433449226850153,"Alpha","Functional","Birds"
"1166","CRS3035RES50000mN1800000E5800000","afuncTrees",0.00503530178034789,"Alpha","Functional","Trees"
"1167","CRS3035RES50000mN1800000E5800000","aphyloBirds",0.654052109963196,"Alpha","Phylogenetic","Birds"
"1168","CRS3035RES50000mN1800000E5800000","aphyloTrees",0.242097837677821,"Alpha","Phylogenetic","Trees"
"1169","CRS3035RES50000mN1800000E5800000","ataxobird",0.563636363636364,"Alpha","Taxonomic","Birds"
"1170","CRS3035RES50000mN1800000E5800000","ataxotree",0.0549450549450549,"Alpha","Taxonomic","Trees"
"1171","CRS3035RES50000mN1850000E2650000","afuncBirds",0.566191106739341,"Alpha","Functional","Birds"
"1172","CRS3035RES50000mN1850000E2650000","afuncTrees",0.104509745817558,"Alpha","Functional","Trees"
"1173","CRS3035RES50000mN1850000E2650000","aphyloBirds",0.6801986756655,"Alpha","Phylogenetic","Birds"
"1174","CRS3035RES50000mN1850000E2650000","aphyloTrees",0.442713888348213,"Alpha","Phylogenetic","Trees"
"1175","CRS3035RES50000mN1850000E2650000","ataxobird",0.509090909090909,"Alpha","Taxonomic","Birds"
"1176","CRS3035RES50000mN1850000E2650000","ataxotree",0.263736263736264,"Alpha","Taxonomic","Trees"
"1177","CRS3035RES50000mN1850000E2700000","afuncBirds",0.882373072059065,"Alpha","Functional","Birds"
"1178","CRS3035RES50000mN1850000E2700000","afuncTrees",0.125284611749821,"Alpha","Functional","Trees"
"1179","CRS3035RES50000mN1850000E2700000","aphyloBirds",0.818652836352175,"Alpha","Phylogenetic","Birds"
"1180","CRS3035RES50000mN1850000E2700000","aphyloTrees",0.485677347432616,"Alpha","Phylogenetic","Trees"
"1181","CRS3035RES50000mN1850000E2700000","ataxobird",0.618181818181818,"Alpha","Taxonomic","Birds"
"1182","CRS3035RES50000mN1850000E2700000","ataxotree",0.307692307692308,"Alpha","Taxonomic","Trees"
"1183","CRS3035RES50000mN1850000E2750000","afuncBirds",0.746135045351368,"Alpha","Functional","Birds"
"1184","CRS3035RES50000mN1850000E2750000","afuncTrees",0.103571218323959,"Alpha","Functional","Trees"
"1185","CRS3035RES50000mN1850000E2750000","aphyloBirds",0.785104025088762,"Alpha","Phylogenetic","Birds"
"1186","CRS3035RES50000mN1850000E2750000","aphyloTrees",0.479519882823059,"Alpha","Phylogenetic","Trees"
"1187","CRS3035RES50000mN1850000E2750000","ataxobird",0.609090909090909,"Alpha","Taxonomic","Birds"
"1188","CRS3035RES50000mN1850000E2750000","ataxotree",0.296703296703297,"Alpha","Taxonomic","Trees"
"1189","CRS3035RES50000mN1850000E2800000","afuncBirds",0.744431045929592,"Alpha","Functional","Birds"
"1190","CRS3035RES50000mN1850000E2800000","afuncTrees",0.0877783041546049,"Alpha","Functional","Trees"
"1191","CRS3035RES50000mN1850000E2800000","aphyloBirds",0.793658487599136,"Alpha","Phylogenetic","Birds"
"1192","CRS3035RES50000mN1850000E2800000","aphyloTrees",0.435417334550096,"Alpha","Phylogenetic","Trees"
"1193","CRS3035RES50000mN1850000E2800000","ataxobird",0.636363636363636,"Alpha","Taxonomic","Birds"
"1194","CRS3035RES50000mN1850000E2800000","ataxotree",0.296703296703297,"Alpha","Taxonomic","Trees"
"1195","CRS3035RES50000mN1850000E2850000","afuncBirds",0.712836537489049,"Alpha","Functional","Birds"
"1196","CRS3035RES50000mN1850000E2850000","afuncTrees",0.182407116219595,"Alpha","Functional","Trees"
"1197","CRS3035RES50000mN1850000E2850000","aphyloBirds",0.796461758256376,"Alpha","Phylogenetic","Birds"
"1198","CRS3035RES50000mN1850000E2850000","aphyloTrees",0.539877907764117,"Alpha","Phylogenetic","Trees"
"1199","CRS3035RES50000mN1850000E2850000","ataxobird",0.636363636363636,"Alpha","Taxonomic","Birds"
"1200","CRS3035RES50000mN1850000E2850000","ataxotree",0.351648351648352,"Alpha","Taxonomic","Trees"
"1201","CRS3035RES50000mN1850000E2900000","afuncBirds",0.712836537489049,"Alpha","Functional","Birds"
"1202","CRS3035RES50000mN1850000E2900000","afuncTrees",0.167898446862626,"Alpha","Functional","Trees"
"1203","CRS3035RES50000mN1850000E2900000","aphyloBirds",0.796461758256376,"Alpha","Phylogenetic","Birds"
"1204","CRS3035RES50000mN1850000E2900000","aphyloTrees",0.502332333023625,"Alpha","Phylogenetic","Trees"
"1205","CRS3035RES50000mN1850000E2900000","ataxobird",0.636363636363636,"Alpha","Taxonomic","Birds"
"1206","CRS3035RES50000mN1850000E2900000","ataxotree",0.318681318681319,"Alpha","Taxonomic","Trees"
"1207","CRS3035RES50000mN1850000E2950000","afuncBirds",0.654023500673778,"Alpha","Functional","Birds"
"1208","CRS3035RES50000mN1850000E2950000","afuncTrees",0.183397505187463,"Alpha","Functional","Trees"
"1209","CRS3035RES50000mN1850000E2950000","aphyloBirds",0.63314622902511,"Alpha","Phylogenetic","Birds"
"1210","CRS3035RES50000mN1850000E2950000","aphyloTrees",0.523681864437723,"Alpha","Phylogenetic","Trees"
"1211","CRS3035RES50000mN1850000E2950000","ataxobird",0.472727272727273,"Alpha","Taxonomic","Birds"
"1212","CRS3035RES50000mN1850000E2950000","ataxotree",0.351648351648352,"Alpha","Taxonomic","Trees"
"1213","CRS3035RES50000mN1850000E3000000","afuncBirds",0.615845068138757,"Alpha","Functional","Birds"
"1214","CRS3035RES50000mN1850000E3000000","afuncTrees",0.171559298309924,"Alpha","Functional","Trees"
"1215","CRS3035RES50000mN1850000E3000000","aphyloBirds",0.772058233028495,"Alpha","Phylogenetic","Birds"
"1216","CRS3035RES50000mN1850000E3000000","aphyloTrees",0.53264506287214,"Alpha","Phylogenetic","Trees"
"1217","CRS3035RES50000mN1850000E3000000","ataxobird",0.618181818181818,"Alpha","Taxonomic","Birds"
"1218","CRS3035RES50000mN1850000E3000000","ataxotree",0.373626373626374,"Alpha","Taxonomic","Trees"
"1219","CRS3035RES50000mN1850000E3050000","afuncBirds",0.614209453441631,"Alpha","Functional","Birds"
